x,y,length_x,length_y
76.326,43.3005,0.6,1.8
60.526,45.3005,1.8,0.8
62.326,45.3005,1.8,0.8
64.126,45.3005,1.8,0.8
65.926,45.3005,1.8,0.8
68.426,45.3005,1.8,0.8
70.226,45.2905,1.8,0.8
72.026,45.3005,1.8,0.8
73.826,45.3005,1.8,0.8
59.426,43.9205,0.4,0.4
60.526,43.8105,1.8,0.8
62.326,43.8105,1.8,0.8
64.126,43.8105,1.8,0.8
65.926,43.8205,1.8,0.8
68.426,43.8105,1.8,0.8
70.226,43.8105,1.8,0.8
72.026,43.8105,1.8,0.8
73.826,43.8105,1.8,0.8
76.326,45.1005,0.6,1.8
60.526,46.8005,1.8,0.8
62.326,46.8005,1.8,0.8
64.126,46.8005,1.8,0.8
65.926,46.8205,1.8,0.8
68.426,46.8005,1.8,0.8
70.226,46.8005,1.8,0.8
72.026,46.8005,1.8,0.8
73.826,46.8005,1.8,0.8
59.426,45.5105,0.4,0.4
60.526,45.3005,1.8,0.8
62.326,45.3005,1.8,0.8
64.126,45.3005,1.8,0.8
65.926,45.3005,1.8,0.8
68.426,45.3005,1.8,0.8
70.226,45.2905,1.8,0.8
72.026,45.3005,1.8,0.8
73.826,45.3005,1.8,0.8
76.326,46.9005,0.6,1.8
59.426,48.1005,0.4,0.4
60.526,48.3005,1.8,0.8
62.326,48.3005,1.8,0.8
64.126,48.3005,1.8,0.8
65.926,48.3105,1.8,0.8
68.426,48.3005,1.8,0.8
70.226,48.3005,1.8,0.8
72.026,48.3005,1.8,0.8
73.826,48.3005,1.8,0.8
60.526,46.8005,1.8,0.8
62.326,46.8005,1.8,0.8
64.126,46.8005,1.8,0.8
65.926,46.8205,1.8,0.8
68.426,46.8005,1.8,0.8
70.226,46.8005,1.8,0.8
72.026,46.8005,1.8,0.8
73.826,46.8005,1.8,0.8
76.326,48.7005,0.6,1.8
60.526,49.8105,1.8,0.8
62.326,49.8105,1.8,0.8
64.126,49.8105,1.8,0.8
65.926,49.8205,1.8,0.8
68.426,49.8105,1.8,0.8
70.226,49.8105,1.8,0.8
72.026,49.8105,1.8,0.8
73.826,49.8105,1.8,0.8
59.426,49.6105,0.4,0.4
60.526,48.3005,1.8,0.8
62.326,48.3005,1.8,0.8
64.126,48.3005,1.8,0.8
65.926,48.3105,1.8,0.8
68.426,48.3005,1.8,0.8
70.226,48.3005,1.8,0.8
72.026,48.3005,1.8,0.8
73.826,48.3005,1.8,0.8
76.326,50.4005,0.6,1.8
60.526,51.3005,1.8,0.8
62.326,51.3005,1.8,0.8
64.126,51.3005,1.8,0.8
65.926,51.3105,1.8,0.8
68.426,51.3005,1.8,0.8
70.226,51.3005,1.8,0.8
72.026,51.3005,1.8,0.8
73.826,51.3005,1.8,0.8
60.526,49.8105,1.8,0.8
62.326,49.8105,1.8,0.8
64.126,49.8105,1.8,0.8
65.926,49.8205,1.8,0.8
68.426,49.8105,1.8,0.8
70.226,49.8105,1.8,0.8
72.026,49.8105,1.8,0.8
73.826,49.8105,1.8,0.8
68.426,52.6105,1.8,0.8
70.226,52.6105,1.8,0.8
72.026,52.6105,1.8,0.8
73.826,52.6105,1.8,0.8
60.526,51.3005,1.8,0.8
62.326,51.3005,1.8,0.8
64.126,51.3005,1.8,0.8
65.926,51.3105,1.8,0.8
68.426,51.3005,1.8,0.8
70.226,51.3005,1.8,0.8
72.026,51.3005,1.8,0.8
73.826,51.3005,1.8,0.8
50.466,9.6905,0.9,2.4
50.466,7.3205,0.9,2.4
50.476,4.9305,0.9,2.4
50.466,2.5005,0.9,2.5
49.546,9.6905,0.9,2.4
49.516,7.3205,0.9,2.4
49.536,4.9305,0.9,2.4
49.516,2.5005,0.9,2.5
47.196,9.6505,0.9,2.4
47.196,7.2905,0.9,2.4
47.216,4.8905,0.9,2.4
47.196,2.4605,0.9,2.5
46.296,9.6505,0.9,2.4
46.296,7.2905,0.9,2.4
46.296,4.8905,0.9,2.4
46.286,2.4605,0.9,2.5
44.036,7.2505,0.9,2.4
44.046,4.8605,0.9,2.4
44.036,2.4305,0.9,2.5
43.136,9.6405,0.9,2.4
43.136,7.2905,0.9,2.4
43.136,4.9005,0.9,2.4
43.116,2.4605,0.9,2.5
40.416,9.6705,0.9,2.4
40.416,7.3005,0.9,2.4
40.436,4.9105,0.9,2.4
40.416,2.4805,0.9,2.5
39.496,9.6705,0.9,2.4
39.496,7.3005,0.9,2.4
39.496,4.9105,0.9,2.4
39.486,2.4805,0.9,2.5
37.186,9.6305,0.9,2.4
37.186,7.2605,0.9,2.4
37.206,4.8705,0.9,2.4
37.186,2.4405,0.9,2.5
36.286,9.6305,0.9,2.4
36.286,7.2605,0.9,2.4
36.286,4.8705,0.9,2.4
36.276,2.4405,0.9,2.5
33.986,9.6205,0.9,2.4
33.976,7.2605,0.9,2.4
33.986,4.8705,0.9,2.4
33.976,2.4405,0.9,2.5
43.026,15.5105,1.35,1.2
44.426,15.5105,1.35,1.2
45.696,15.5105,1.35,1.2
47.096,15.5105,1.35,1.2
48.356,15.5105,1.35,1.2
49.756,15.5105,1.35,1.2
51.026,15.5105,1.35,1.2
52.426,15.5105,1.35,1.2
53.806,15.5105,1.35,1.2
55.206,15.5105,1.35,1.2
64.006,15.5105,1.35,1.2
65.266,15.5105,1.35,1.2
66.666,15.5105,1.35,1.2
67.936,15.5105,1.35,1.2
69.336,15.5105,1.35,1.2
36.316,15.7205,1.8,0.6
38.126,15.7005,1.8,0.6
32.076,28.8105,1.1,2.5
32.086,26.3105,1.1,2.5
32.086,23.8105,1.1,2.5
32.116,21.3405,1.1,2.5
32.106,18.8105,1.1,2.5
31.976,9.7605,1.1,2.5
31.976,7.2405,1.1,2.5
31.976,4.7105,1.1,2.5
31.976,2.2105,1.1,2.5
28.276,28.9105,1.1,2.5
28.276,26.4105,1.1,2.5
28.276,23.9105,1.1,2.5
28.276,21.4105,1.1,2.5
28.276,18.9405,1.1,2.5
28.276,13.3105,1.1,2.5
28.276,10.8105,1.1,2.5
28.276,8.3105,1.1,2.5
28.276,5.8105,1.1,2.5
28.276,3.3605,1.1,2.5
29.326,1.5105,1.1,1.1
27.126,28.9105,1.1,2.5
27.126,26.4105,1.1,2.5
27.126,23.9105,1.1,2.5
27.126,21.4405,1.1,2.5
27.126,18.9405,1.1,2.5
27.126,13.3105,1.1,2.5
27.126,10.8105,1.1,2.5
27.126,8.3105,1.1,2.5
27.126,5.8105,1.1,2.5
27.126,3.3605,1.1,2.5
23.326,28.8105,1.1,2.5
23.326,26.3105,1.1,2.5
23.326,23.8105,1.1,2.5
23.326,21.3105,1.1,2.5
23.326,18.8105,1.1,2.5
23.326,13.3105,1.1,2.5
23.326,10.8105,1.1,2.5
23.326,8.3105,1.1,2.5
23.326,5.8105,1.1,2.5
23.326,3.3605,1.1,2.5
24.826,1.5105,1.1,1.1
26.026,1.5105,1.1,1.1
22.226,27.6605,1.1,2.5
22.226,25.1605,1.1,2.5
22.226,22.6605,1.1,2.5
22.226,18.8105,1.1,2.5
22.176,13.3105,1.1,2.5
22.176,8.8105,1.1,2.5
22.176,6.3105,1.1,2.5
22.176,3.8105,1.1,2.5
18.376,28.9105,1.1,2.5
18.376,26.4105,1.1,2.5
18.376,23.9105,1.1,2.5
18.376,21.4105,1.1,2.5
18.376,18.9105,1.1,2.5
18.376,13.3105,1.1,2.5
18.376,10.8105,1.1,2.5
18.376,8.3105,1.1,2.5
18.376,5.8105,1.1,2.5
18.376,3.3605,1.1,2.5
19.726,0.6605,1.1,1.1
20.726,0.6605,1.1,1.1
17.136,28.8005,1.1,1.1
17.136,27.6505,1.1,1.1
17.136,26.5005,1.1,1.1
17.136,25.3505,1.1,1.1
17.136,24.1705,1.1,1.1
17.136,23.0205,1.1,1.1
17.136,21.8505,1.1,1.1
17.136,20.7005,1.1,1.1
17.136,19.5705,1.1,1.1
17.136,18.4205,1.1,1.1
17.226,12.8505,1.1,1.1
17.226,11.7005,1.1,1.1
17.226,10.5505,1.1,1.1
17.226,9.4005,1.1,1.1
17.226,8.2205,1.1,1.1
17.226,7.0705,1.1,1.1
17.226,5.9005,1.1,1.1
17.226,4.7505,1.1,1.1
17.226,3.5705,1.1,1.1
17.226,2.4205,1.1,1.1
15.936,28.8005,1.1,1.1
15.936,27.6505,1.1,1.1
15.936,26.5005,1.1,1.1
15.936,25.3505,1.1,1.1
15.936,24.1705,1.1,1.1
15.936,23.0205,1.1,1.1
15.936,21.8505,1.1,1.1
15.936,20.7005,1.1,1.1
15.936,19.5705,1.1,1.1
15.936,18.4205,1.1,1.1
16.026,12.8505,1.1,1.1
16.026,11.7005,1.1,1.1
16.026,10.5505,1.1,1.1
16.026,9.4005,1.1,1.1
16.026,8.2205,1.1,1.1
16.026,7.0705,1.1,1.1
16.026,5.9005,1.1,1.1
16.026,4.7505,1.1,1.1
16.026,3.5705,1.1,1.1
16.026,2.4205,1.1,1.1
14.846,29.1105,1.1,2.5
14.856,26.5605,1.1,2.5
14.856,24.0105,1.1,2.5
14.846,21.4605,1.1,2.5
14.876,18.9605,1.1,2.5
14.896,13.3105,1.1,2.5
14.906,10.8105,1.1,2.5
14.906,8.3105,1.1,2.5
14.896,5.8105,1.1,2.5
14.936,3.3605,1.1,2.5
11.056,26.4205,1.1,2.5
11.056,23.8905,1.1,2.5
11.056,19.0105,1.1,2.5
11.146,13.3105,1.1,2.5
11.146,8.7205,1.1,2.5
11.146,6.2205,1.1,2.5
11.146,3.7005,1.1,2.5
11.976,0.6605,1.1,1.1
13.156,0.6605,1.1,1.1
9.926,26.4605,1.1,2.5
9.926,24.0105,1.1,2.5
9.916,21.5105,1.1,2.5
9.916,19.0105,1.1,2.5
10.016,13.3105,1.1,2.5
10.016,10.8105,1.1,2.5
10.016,8.3105,1.1,2.5
10.016,5.8105,1.1,2.5
10.016,3.3605,1.1,2.5
6.106,27.2505,1.1,2.5
6.116,24.7505,1.1,2.5
6.116,22.2505,1.1,2.5
6.106,19.7505,1.1,2.5
6.126,17.2505,1.1,2.5
6.256,15.2705,1.2,1.35
6.256,13.8705,1.2,1.35
6.176,11.9005,1.1,2.5
6.176,9.3705,1.1,2.5
6.176,6.9505,1.1,2.5
6.176,4.5705,1.1,2.5
6.206,2.1705,1.1,2.5
4.726,15.2105,1.1,25
4.726,15.2105,1.1,25
54.326,16.6105,1.8,0.8
52.526,16.6105,1.8,0.8
50.726,16.6105,1.8,0.8
48.926,16.6105,1.8,0.8
47.126,16.6105,1.8,0.8
45.326,16.6105,1.8,0.8
43.526,16.6105,1.8,0.8
41.726,16.6105,1.8,0.8
39.926,16.6105,1.8,0.8
38.126,16.6105,1.8,0.8
36.326,16.6105,1.8,0.8
53.726,18.3605,1.8,0.8
51.926,18.3605,1.8,0.8
50.126,18.3605,1.8,0.8
48.326,18.3605,1.8,0.8
46.526,18.3605,1.8,0.8
43.626,18.3605,1.8,0.8
41.826,18.3605,1.8,0.8
40.026,18.3605,1.8,0.8
38.226,18.3605,1.8,0.8
36.426,18.3605,1.8,0.8
53.726,19.1605,1.8,0.8
51.926,19.1605,1.8,0.8
50.126,19.1605,1.8,0.8
48.326,19.1605,1.8,0.8
46.526,19.1605,1.8,0.8
43.626,19.1605,1.8,0.8
41.826,19.1605,1.8,0.8
40.026,19.1605,1.8,0.8
38.226,19.1605,1.8,0.8
36.426,19.1605,1.8,0.8
53.696,20.9905,1.8,0.9
51.926,20.9905,1.8,0.9
50.126,20.9905,1.8,0.9
48.326,20.9905,1.8,0.9
46.526,20.9905,1.8,0.9
41.826,20.9905,1.8,0.9
40.026,20.9905,1.8,0.9
38.226,20.9905,1.8,0.9
36.426,20.9905,1.8,0.9
53.726,21.8105,1.8,0.8
51.926,21.8105,1.8,0.8
50.126,21.8105,1.8,0.8
48.326,21.8105,1.8,0.8
46.526,21.8105,1.8,0.8
43.626,21.8105,1.8,0.8
41.826,21.8105,1.8,0.8
40.026,21.8105,1.8,0.8
38.226,21.8105,1.8,0.8
36.426,21.8105,1.8,0.8
53.726,23.7605,1.8,0.8
51.926,23.7605,1.8,0.8
50.126,23.7605,1.8,0.8
48.326,23.7605,1.8,0.8
46.526,23.7605,1.8,0.8
43.626,23.7605,1.8,0.8
41.826,23.7605,1.8,0.8
40.026,23.7605,1.8,0.8
38.226,23.7605,1.8,0.8
36.426,23.7605,1.8,0.8
53.726,24.4605,1.8,0.6
51.926,24.4605,1.8,0.6
50.126,24.4605,1.8,0.6
48.326,24.4605,1.8,0.6
46.526,24.4605,1.8,0.6
43.626,24.4605,1.8,0.6
41.826,24.4605,1.8,0.6
40.026,24.4605,1.8,0.6
38.226,24.4605,1.8,0.6
36.426,24.4605,1.8,0.6
53.726,26.0105,1.8,0.6
51.926,26.0105,1.8,0.6
50.126,26.0105,1.8,0.6
48.326,26.0105,1.8,0.6
46.526,26.0105,1.8,0.6
43.626,26.0105,1.8,0.6
41.826,26.0105,1.8,0.6
40.026,26.0105,1.8,0.6
38.226,26.0105,1.8,0.6
36.426,26.0105,1.8,0.6
53.726,26.6105,1.8,0.6
51.926,26.6105,1.8,0.6
50.126,26.6105,1.8,0.6
48.326,26.6105,1.8,0.6
46.526,26.6105,1.8,0.6
43.626,26.6105,1.8,0.6
41.826,26.6105,1.8,0.6
40.026,26.6105,1.8,0.6
38.226,26.6105,1.8,0.6
36.426,26.6105,1.8,0.6
53.726,28.1105,1.8,0.6
51.926,28.1105,1.8,0.6
50.126,28.1105,1.8,0.6
48.326,28.1105,1.8,0.6
46.526,28.1105,1.8,0.6
43.626,28.1105,1.8,0.6
41.826,28.1105,1.8,0.6
40.026,28.1105,1.8,0.6
38.226,28.1105,1.8,0.6
36.426,28.1105,1.8,0.6
53.726,28.7105,1.8,0.6
51.926,28.7105,1.8,0.6
50.126,28.7105,1.8,0.6
48.326,28.7105,1.8,0.6
46.526,28.7105,1.8,0.6
43.626,28.7105,1.8,0.6
41.826,28.7105,1.8,0.6
40.026,28.7105,1.8,0.6
38.226,28.7105,1.8,0.6
36.426,28.7105,1.8,0.6
42.826,30.7105,1.8,0.6
41.026,30.7105,1.8,0.6
39.226,30.7105,1.8,0.6
37.426,30.7105,1.8,0.6
35.626,30.7105,1.8,0.6
34.026,22.2105,0.6,1.8
34.026,24.0105,0.6,1.8
34.056,25.8105,0.6,1.8
34.026,27.6105,0.6,1.8
34.026,29.4105,0.6,1.8
54.376,33.7105,1.8,0.6
52.626,33.7105,1.8,0.6
50.826,33.7105,1.8,0.6
49.026,33.7105,1.8,0.6
47.226,33.7105,1.8,0.6
44.726,33.6105,0.6,1.8
44.726,35.4105,0.6,1.8
44.726,37.2105,0.6,1.8
44.726,39.0105,0.6,1.8
44.726,40.8105,0.6,1.8
54.376,34.2605,1.8,0.6
52.626,34.2605,1.8,0.6
50.826,34.2605,1.8,0.6
49.026,34.2605,1.8,0.6
47.226,34.2605,1.8,0.6
54.376,35.7605,1.8,0.6
52.626,35.7605,1.8,0.6
50.826,35.7605,1.8,0.6
49.026,35.7605,1.8,0.6
47.226,35.7605,1.8,0.6
54.376,36.3605,1.8,0.6
52.626,36.3605,1.8,0.6
50.826,36.3605,1.8,0.6
49.026,36.3605,1.8,0.6
47.226,36.3605,1.8,0.6
54.376,37.9105,1.8,0.6
52.626,37.9105,1.8,0.6
50.826,37.9105,1.8,0.6
49.026,37.9105,1.8,0.6
47.226,37.9105,1.8,0.6
54.376,38.5105,1.8,0.6
52.626,38.5105,1.8,0.6
50.826,38.5105,1.8,0.6
49.026,38.5105,1.8,0.6
47.226,38.5105,1.8,0.6
54.376,39.9105,1.8,0.6
52.626,39.9105,1.8,0.6
50.826,39.9105,1.8,0.6
49.026,39.9105,1.8,0.6
47.226,39.9105,1.8,0.6
54.376,40.5105,1.8,0.6
52.626,40.5105,1.8,0.6
50.826,40.5105,1.8,0.6
49.026,40.5105,1.8,0.6
47.226,40.5105,1.8,0.6
52.626,42.0105,1.8,0.6
50.826,42.0105,1.8,0.6
49.026,42.0105,1.8,0.6
47.226,42.0105,1.8,0.6
52.626,42.6105,1.8,0.6
50.826,42.6105,1.8,0.6
49.026,42.6105,1.8,0.6
47.226,42.6105,1.8,0.6
54.376,44.1105,1.8,0.6
52.626,44.1105,1.8,0.6
50.826,44.1105,1.8,0.6
49.026,44.1105,1.8,0.6
47.226,44.1105,1.8,0.6
44.726,42.7105,0.6,1.8
44.726,44.5105,0.6,1.8
44.726,46.3105,0.6,1.8
54.376,44.7105,1.8,0.6
52.626,44.7105,1.8,0.6
50.826,44.7105,1.8,0.6
49.026,44.7105,1.8,0.6
47.226,44.7105,1.8,0.6
54.476,46.4005,1.8,0.8
52.676,46.4205,1.8,0.8
50.876,46.4005,1.8,0.8
49.076,46.4005,1.8,0.8
47.276,46.4005,1.8,0.8
54.476,46.4105,1.8,0.8
52.676,46.4205,1.8,0.8
50.876,46.4105,1.8,0.8
49.076,46.4105,1.8,0.8
47.326,46.4105,1.8,0.8
54.476,48.2005,1.8,0.8
52.676,48.2205,1.8,0.8
50.876,48.2005,1.8,0.8
49.076,48.2005,1.8,0.8
47.276,48.2005,1.8,0.8
54.476,48.2105,1.8,0.8
52.676,48.2205,1.8,0.8
50.876,48.2105,1.8,0.8
49.076,48.2105,1.8,0.8
47.276,48.2105,1.8,0.8
54.476,49.9405,1.8,0.8
52.676,49.9505,1.8,0.8
50.876,49.9405,1.8,0.8
49.076,49.9405,1.8,0.8
47.276,49.9405,1.8,0.8
33.776,35.2105,1.1,1.1
27.646,53.8605,10,1.8
93.976,68.0605,9.5,11.3
93.976,68.0605,9.5,11.3
93.976,68.0605,9.5,11.3
93.976,68.0605,9.5,11.3
93.976,68.0605,9.5,11.3
88.656,64.4105,1.1,1.1
87.406,64.4105,1.1,1.1
86.056,64.4105,1.1,1.1
84.806,64.4105,1.1,1.1
83.556,64.4105,1.1,1.1
82.306,64.4105,1.1,1.1
81.056,64.4105,1.1,1.1
79.806,64.4105,1.1,1.1
79.806,68.1605,1.1,1.1
81.056,68.1605,1.1,1.1
82.306,68.1605,1.1,1.1
83.556,68.1605,1.1,1.1
84.806,68.1605,1.1,1.1
86.056,68.1605,1.1,1.1
87.406,68.1605,1.1,1.1
88.656,68.1605,1.1,1.1
88.656,69.4105,1.1,1.1
87.406,69.4105,1.1,1.1
86.056,69.4105,1.1,1.1
84.806,69.4105,1.1,1.1
83.556,69.4105,1.1,1.1
82.306,69.4105,1.1,1.1
81.056,69.4105,1.1,1.1
79.806,69.4105,1.1,1.1
79.806,73.1605,1.1,1.1
81.056,73.1605,1.1,1.1
82.306,73.1605,1.1,1.1
83.556,73.1605,1.1,1.1
84.806,73.1605,1.1,1.1
86.056,73.1605,1.1,1.1
87.406,73.1605,1.1,1.1
88.656,73.1605,1.1,1.1
88.656,75.1105,1.1,2.79
87.406,75.1105,1.1,2.79
86.056,75.1105,1.1,2.79
84.806,75.1105,1.1,2.79
83.556,75.1105,1.1,2.79
82.306,75.1105,1.1,2.79
81.056,75.1105,1.1,2.79
99.366,63.1905,1.35,1.2
99.366,64.5505,1.35,1.2
99.366,65.8705,1.35,1.2
99.366,67.2205,1.35,1.2
99.366,68.5705,1.35,1.2
99.366,69.8905,1.35,1.2
99.366,71.2205,1.35,1.2
99.366,72.5505,1.35,1.2
100.566,72.5505,1.35,1.2
100.566,71.2205,1.35,1.2
100.566,69.8905,1.35,1.2
100.566,68.5705,1.35,1.2
100.566,67.2205,1.35,1.2
100.566,65.8705,1.35,1.2
100.566,64.5505,1.35,1.2
100.566,63.1905,1.35,1.2
103.446,63.1905,1.35,1.2
103.446,64.5505,1.35,1.2
103.446,65.8705,1.35,1.2
103.446,67.2205,1.35,1.2
103.446,68.5705,1.35,1.2
103.446,69.8905,1.35,1.2
103.446,71.2205,1.35,1.2
103.446,72.5505,1.35,1.2
103.446,73.8705,1.35,1.2
104.656,72.5505,1.35,1.2
104.656,71.2205,1.35,1.2
104.656,69.8905,1.35,1.2
104.656,68.5705,1.35,1.2
104.656,67.2205,1.35,1.2
104.656,65.8705,1.35,1.2
104.656,64.5505,1.35,1.2
107.126,69.8905,1.35,1.2
107.126,71.2205,1.35,1.2
107.126,72.5505,1.35,1.2
107.126,73.8705,1.35,1.2
10.956,41.0305,2.95,1.1
7.946,41.0305,2.95,1.1
4.936,41.0405,2.95,1.1
1.996,41.0405,2.95,1.1
7.946,42.2105,2.95,1.1
4.936,42.2105,2.95,1.1
1.996,42.2105,2.95,1.1
11.006,46.2105,2.95,1.1
7.996,46.2005,2.95,1.1
4.996,46.2105,2.95,1.1
2.046,46.2105,2.95,1.1
11.006,47.3905,2.95,1.1
7.996,47.3805,2.95,1.1
4.996,47.3905,2.95,1.1
2.046,47.3905,2.95,1.1
11.106,51.4105,2.95,1.1
8.096,51.4105,2.95,1.1
5.096,51.4105,2.95,1.1
2.146,51.4105,2.95,1.1
8.256,52.6505,2.95,1.1
5.246,52.6605,2.95,1.1
2.296,52.6605,2.95,1.1
11.156,56.1505,2.95,1.1
8.156,56.1505,2.95,1.1
5.146,56.1605,2.95,1.1
2.196,56.1605,2.95,1.1
5.226,35.0105,10,6
5.226,35.0105,10,6
27.436,33.8605,10,3.88
54.476,51.7305,1.8,0.8
52.676,51.7405,1.8,0.8
50.876,51.7305,1.8,0.8
47.276,51.7305,1.8,0.8
49.076,51.7305,1.8,0.8
54.476,49.9405,1.8,0.8
52.676,49.9505,1.8,0.8
50.876,49.9405,1.8,0.8
47.276,49.9405,1.8,0.8
49.076,49.9405,1.8,0.8
